WBAL,Power,HRM
-12.905,292.4,184
-13.009,321.7,184
-13.096,327.8,184
-13.183,330.9,183
-13.255,325,183
-13.309,313,183
-13.359,305,183
-13.442,317.5,183
-13.429,276.2,183
-13.496,295.1,183
-13.580,313.6,182
-13.637,309.3,182
-13.715,317.1,182
-13.811,330.6,182
-13.884,325.8,182
-13.982,336.4,183
-14.065,333.7,183
-14.118,317.8,183
-14.177,312.4,183
-14.235,309.7,183
-14.287,305.4,183
-14.362,314.7,183
-14.462,331.8,183
-14.525,321.9,183
-14.576,311.5,183
-14.637,310.7,184
-14.697,310.4,184
-14.713,287.7,184
-14.736,280.3,184
-14.775,284.7,185
-14.769,264.3,184
-14.725,194.7,185
-14.687,203.3,185
-14.714,240.2,185
-14.765,270.1,184
-14.794,274.5,185
-14.841,285.8,184
-14.892,293.4,184
-14.943,297.2,185
-14.980,292.1,185
-15.085,323.5,184
-15.190,339.3,185
-15.279,339.6,185
-15.368,339.8,185
-15.433,327.4,185
-15.492,318.7,185
-15.550,313.9,185
-15.609,312.4,185
-15.647,300.7,185
-15.681,292.9,185
-15.719,291.4,185
-15.726,274.7,185
-15.811,305.4,185
-15.872,309.2,184
-15.918,303.6,184
-15.965,300.8,184
-15.992,289.9,184
-16.007,278.4,184
-15.974,248.7,184
-15.927,159.9,184
-15.880,109.9,185
-15.833,55,185
-15.787,27.5,185
-15.740,13.7,185
-15.694,24.9,184
-15.675,128.9,184
-15.667,186,184
-15.621,167.5,183
-15.581,189.7,183
-15.535,189.4,183
-15.625,265.2,182
-15.662,276.6,182
-15.673,269.8,182
-15.677,262.4,182
-15.710,273.2,181
-15.815,315.1,181
-15.871,311,181
-15.922,307,181
-15.973,305,181
-16.015,299.5,181
-16.063,299.8,181
-16.126,307.4,181
-16.217,325.2,182
-16.280,320.1,182
-16.326,309.5,182
-16.373,304.3,182
-16.404,294.1,182
-16.454,298.1,182
-16.471,284,182
-16.423,190,183
-16.376,95,183
-16.328,47.5,183
-16.281,23.8,183
-16.233,11.9,184
-16.186,5.9,183
-16.139,3,183
-16.091,1.5,182
-16.044,0.7,182
-15.997,37.9,181
-15.963,127.9,180
-15.917,161.5,180
-15.870,168.7,180
-15.823,158.9,179
-15.776,157.9,179
-15.730,160.5,178
-15.683,123.2,178
-15.637,102.6,177
-15.591,92.3,177
-15.545,46.2,176
-15.498,23.1,175
-15.452,11.5,174
-15.406,5.8,174
-15.361,2.9,172
-15.315,1.4,171
-15.269,0.7,170
-15.223,88.4,170
-15.178,135.7,170
-15.271,239.8,170
-15.325,271.9,170
-15.373,285.5,171
-15.533,348.2,171
-15.693,379.6,171
-15.882,410.3,171
-15.998,388.7,173
-16.088,365.3,173
-16.178,353.7,174
-16.267,347.3,174
-16.355,344.2,174
-16.526,383.6,175
-16.696,403.3,175
-16.820,390.1,175
-16.929,376.6,175
-17.030,365.3,176
-17.114,351.6,176
-17.209,350.3,176
-17.333,364.2,177
-17.444,364.6,177
-17.515,345.3,178
-17.553,318.6,178
-17.645,332.8,179
-17.725,333.9,179
-17.797,330,179
-17.851,320,180
-17.861,292.5,180
-17.811,208.2,180
-17.761,166.1,181
-17.711,102.6,181
-17.661,70.8,181
-17.669,166.9,181
-17.735,243.4,180
-17.825,294.2,180
-17.882,303.1,180
-17.831,253.1,180
-17.781,228,179
-17.735,218.5,179
-17.689,213.8,179
-17.772,275.9,179
-17.831,294.9,179
-17.863,291,178
-17.893,288,178
-17.923,286.5,179
-17.985,301.7,179
-18.027,299.9,179
-18.076,301.9,180
-18.160,321,180
-18.284,350,181
-18.394,358,181
-18.473,346.5,181
-18.513,321.7,181
-18.462,256.9,182
-18.411,168.9,182
-18.360,100,182
-18.309,50,182
-18.258,25,181
-18.207,12.5,181
-18.156,6.2,181
-18.106,3.1,181
-18.055,1.6,181
-18.004,0.8,180
-17.954,0.4,180
-17.904,62.2,179
-17.854,90.6,179
-17.901,196.8,178
-17.871,210.9,178
-17.845,219.9,178
-17.944,287,177
-18.014,306,177
-18.108,328,176
-18.208,342,176
-18.288,338.5,176
-18.367,336.7,176
-18.433,329.4,176
-18.523,337.7,176
-18.639,355.3,176
-18.763,367.7,176
-18.886,373.8,177
-18.971,357.9,177
-19.046,345,177
-19.128,342,178
-19.216,344,178
-19.262,323.5,178
-19.307,313.2,179
-19.255,156.6,180
-19.202,78.3,180
-19.150,39.2,181
-19.097,19.6,181
-19.045,9.8,181
-18.993,26.4,181
-18.970,130.2,182
-18.946,182.1,181
-18.943,218,181
-18.940,236,181
-19.049,301,181
-19.158,333.5,181
-19.267,349.8,180
-19.306,323.4,180
-19.377,326.2,179
-19.441,323.6,179
-19.495,317.8,179
-19.544,312.4,179
-19.630,328.2,179
-19.747,352.1,178
-19.828,345.5,179
-19.908,342.3,179
-19.960,326.1,179
-20.026,325.6,179
-20.085,321.8,179
-20.099,297.4,179
-20.118,287.7,179
-20.163,295.8,179
-20.212,301.9,179
-20.231,290.5,179
-20.177,240.2,179
-20.123,215.1,180
-20.069,128.6,180
-20.015,85.3,181
-19.961,126.6,180
-19.980,202.3,180
-19.948,214.7,180
-19.946,235.8,181
-19.963,255.4,180
-19.954,252.7,180
-19.966,261.9,180
-19.989,271.9,180
-19.955,248.5,180
-19.902,187.2,180
-19.848,128.1,180
-19.820,179.6,180
-19.793,205.3,179
-19.900,285.6,179
-20.008,325.8,179
-20.052,314.4,179
-20.164,342.7,179
-20.260,349.4,179
-20.320,334.2,179
-20.298,285.6,179
-20.275,261.3,179
-20.278,261.6,179
-20.272,257.3,179
-20.327,286.2,179
-20.458,338.1,179
-20.577,358.5,179
-20.639,340.3,180
-20.681,321.1,180
-20.702,301.1,180
-20.734,296.5,181
-20.775,298.8,181
-20.772,277.9,181
-20.776,270.9,181
-20.805,280.5,181
-20.835,285.2,181
-20.918,314.1,181
-20.958,307.6,181
-20.946,277.8,181
-20.890,138.9,182
-20.835,69.4,182
-20.779,34.7,182
-20.724,17.4,182
-20.669,8.7,182
-20.614,4.3,181
-20.559,58.2,181
-20.504,121.6,181
-20.479,178.3,180
-20.425,191.6,179
